bracket_text	count	class	example_song_ids
Verse 3: Blay Vision	1	section_marker	hf_11351
Verse 1: Phora	1	section_marker	hf_11366
Verse 2: Eskupe	1	section_marker	hf_11366
Pre-Hook: lord killswitch & Sociowolff	1	section_marker	hf_11374
Part Two	1	speaker_or_tag	hf_11382
Part Three	1	speaker_or_tag	hf_11382
Part Four	1	speaker_or_tag	hf_11382
Part Five	1	speaker_or_tag	hf_11382
Verse one: DOX	1	section_marker	hf_11383
Verse Two: DOX	1	section_marker	hf_11383
bridge: DOX & WARLRD	1	section_marker	hf_11383
Verse Three: WARLRD	1	section_marker	hf_11383
Verse Four: WARLRD	1	section_marker	hf_11383
Outro: DOX	1	section_marker	hf_11383
gunshot	1	speaker_or_tag	hf_11397
Other song	1	speaker_or_tag	hf_11397
Other Song	1	speaker_or_tag	hf_11397
burned-out?	1	other	hf_11407
Verse 1: Kenneth Callier	1	section_marker	hf_11435
Verse 1: Tarriona "Tank" Ball	1	section_marker	hf_11452
Verse 3: Neno Calvin	1	section_marker	hf_11452
Rap Verse 1	1	section_marker	hf_11462
rap verse 2	1	section_marker	hf_11462
Verse 2: Lil MOTri	1	section_marker	hf_11475
Verse 3: Prosecco Papi	1	section_marker	hf_11475
Outro: Prosecco Papi	1	section_marker	hf_11475
Chorus: Anarky	1	section_marker	hf_11479
Verse 2: CBeast	1	section_marker	hf_11479
Verse 2: MoCo & Jay Veno	1	section_marker	hf_11480
Spoken Word: Mick Jagger	1	section_marker	hf_11483
Intro: Will Connolly	1	section_marker	hf_11493
Verse 1: Connolly	1	section_marker	hf_11493
Verse 2: Connolly	1	section_marker	hf_11493
Outro: Edward R. Murrow	1	section_marker	hf_11493
Hook: Kori Nicole	1	section_marker	hf_11500
Verse 2: Kori Nicole	1	section_marker	hf_11500
Outro: Kori Nicole	1	section_marker	hf_11500
Verse 1: Sonny	1	section_marker	hf_11504
Verse 2: Silvertongue	1	section_marker	hf_11504
Bridge: Silvertongue & Sonny	1	section_marker	hf_11504
Outro: Silvertongue	1	section_marker	hf_11504
Verse 2: MC God	1	section_marker	hf_11518
Verse Two: dopeSMOOTHIES	1	section_marker	hf_11524
Verse Three: dopeSMOOTHIES	1	section_marker	hf_11524
Verse 1: Xzay	1	section_marker	hf_11526
Verse 2: xonolife	1	section_marker	hf_11526
Verse 3: O2	1	section_marker	hf_11526
Verse2: Shaggy	1	section_marker	hf_11537
Verse3: IamSu!	1	section_marker	hf_11537
Bridge: Bill Kaulitz	1	section_marker	hf_11537
Verse 2: lil skele	1	section_marker	hf_11545
Bridge 1A	1	section_marker	hf_11553
Bridge 1B	1	section_marker	hf_11553
Verse 2: Cage (Sam Hill)	1	section_marker	hf_11572
Verse 2:Brooks	1	section_marker	hf_11589
Verse 3: James Taylor	1	section_marker	hf_11589
Chorus: Taylor	1	section_marker	hf_11589
Bridge: Taylor and Brooks	1	section_marker	hf_11589
Verse 1: MIXIE KINZ	1	section_marker	hf_11597
Chorus: MIXIE KINZ, Saint Eli	1	section_marker	hf_11597
Verse 2: Saint Eli	1	section_marker	hf_11597
Pre-Chorus: Saint Eli	1	section_marker	hf_11597
Chorus: MIXIE KINZ	1	section_marker	hf_11597
Outro: MIXIE KINZ	1	section_marker	hf_11597
ROMEO	1	speaker_or_tag	hf_11604
RACE & HENRY	1	speaker_or_tag	hf_11604
JOJO	1	speaker_or_tag	hf_11604
MUSH	1	speaker_or_tag	hf_11604
DAVEY	1	speaker_or_tag	hf_11604
BUTTONS	1	speaker_or_tag	hf_11604
Dance Break	1	section_marker	hf_11604
Intro: Lil Yachty	1	section_marker	hf_11605
Chorus: HVN	1	section_marker	hf_11620
Pre-Chorus: Don Toliver	1	section_marker	hf_11620
Verse 2: HVN	1	section_marker	hf_11620
Bridge: SoFaygo	1	section_marker	hf_11620
Verse 3: SoFaygo	1	section_marker	hf_11620
Chorus: HVN, Don Toliver & SoFaygo	1	section_marker	hf_11620
Lyrics from snippet	1	speaker_or_tag	hf_11633
Intro: Jon Park	1	section_marker	hf_11642
Verse 1: Jon Park	1	section_marker	hf_11642
Verse 2: Jon Park	1	section_marker	hf_11642
Verse 1: Charlie Puth	1	section_marker	hf_11644
Pre-Chorus 1: Charlie Puth	1	section_marker	hf_11644
Verse 2: Selena Gomez	1	section_marker	hf_11644
Pre-Chorus 2: Selena Gomez	1	section_marker	hf_11644
Missing lyrics	1	speaker_or_tag	hf_11652
with	1	speaker_or_tag	hf_11662
Verse 2: Paper Lovee	1	section_marker	hf_11665
Verse: Rapper REDD	1	section_marker	hf_11677
Verse: Jamie Madrox	1	section_marker	hf_11677
Hook: Jonny Wild	1	section_marker	hf_11685
Verse 2: Max Wonders	1	section_marker	hf_11685
Verse 2: Brandon Serafino	1	section_marker	hf_11697
Bridge: Brandon Serafino	1	section_marker	hf_11697
Outro: Brandon Serafino	1	section_marker	hf_11697
Intro: Steve Harvey & Austin Skinner	1	section_marker	hf_11721
Verse 1: Austin Skinner	1	section_marker	hf_11721
Verse 2: 30ROCK & BIGBABYGUCCI	1	section_marker	hf_11721
Verse 3: BIGBABYGUCCI	1	section_marker	hf_11721
Interlude: BIGBABYGUCCI	1	section_marker	hf_11721
Verse 4: BIGBABYGUCCI	1	section_marker	hf_11721
Intro: Drey	1	section_marker	hf_11723
Verse 1: Drey	1	section_marker	hf_11723
Verse 2: Drey	1	section_marker	hf_11723
Outro: Drey	1	section_marker	hf_11723
Verse 3: B.G. Bene	1	section_marker	hf_11730
Prod. By Rinne	1	metadata	hf_11731
Intro: Nick Crawford	1	section_marker	hf_11731
Verse 1: Christian Cicilia	1	section_marker	hf_11731
Verse 2: Nick Crawford	1	section_marker	hf_11731
Outro: Christian Cicilia & Nick Crawford	1	section_marker	hf_11731
Verse 2: Archangel	1	section_marker	hf_11737
Verse 3: Pierce Jordan	1	section_marker	hf_11737
Verse 1: Rio Da Yung OG	1	section_marker	hf_11749
Verse 3: Rio Da Yung OG	1	section_marker	hf_11749
Verse 4: Lil Yachty	1	section_marker	hf_11749
Verse 1: Sole5lugga	1	section_marker	hf_11752
Verse 2: Sole5lugga	1	section_marker	hf_11752
Verse 2: Jordan Kanine	1	section_marker	hf_11766
Emcee(s): The Bad Seed and LR Blitzkrieg	1	other	hf_11769
Producer(s): Nottz	1	other	hf_11769
Scratches: DJ Eclipse	1	other	hf_11769
Intro: Sample	1	section_marker	hf_11769
Hook: Sample and The 6ixers	1	section_marker	hf_11769
Verse 1: The Bad Seed	1	section_marker	hf_11769
Verse 2: LR Blitzkrieg	1	section_marker	hf_11769
Outro: Samples with Scratches by DJ Eclipse	1	section_marker	hf_11769
Outro: Guardin's mother	1	section_marker	hf_11771
Crack	1	speaker_or_tag	hf_11773
Intro: Moist Chicken	1	section_marker	hf_11805
Verse 1: Lil Chirp	1	section_marker	hf_11805
Verse 2: Moist Chicken	1	section_marker	hf_11805
Verse 3: Lil Rock	1	section_marker	hf_11805
Verse 4: Lil Rock	1	section_marker	hf_11805
Verse 2: Ralo	1	section_marker	hf_11806
Swine	1	speaker_or_tag	hf_11816
Big Sam	1	speaker_or_tag	hf_11816
5tir	1	speaker_or_tag	hf_11816
HwiteMAn	1	speaker_or_tag	hf_11816
Pre-verse 2	1	section_marker	hf_11817
Pre-verse 3	1	section_marker	hf_11817
Intro: SwaVay	1	section_marker	hf_11819
Verse 1: SwaVay	1	section_marker	hf_11819
Verse 2: Erick the Architect	1	section_marker	hf_11819
Outro Skit: J-Money	1	section_marker	hf_11819
Verse 1: Goonman	1	section_marker	hf_11823
Verse 2: Goonman	1	section_marker	hf_11823
Bridge:1	1	section_marker	hf_11825
Bridge:2	1	section_marker	hf_11825
Intro: Wiki & (DJ Lucas Producer Tag)	1	section_marker	hf_11833
Verse 1: Reed	1	section_marker	hf_11833
Verse 2: Hunnaloe	1	section_marker	hf_11833
Interlude: (Sample) & Wiki	1	section_marker	hf_11833
Outro: (Sample) & Wiki	1	section_marker	hf_11833
Verse 2: Lenny Cooper	1	section_marker	hf_11848
Intro: Sushi	1	section_marker	hf_11858
Verse 1: Sushi	1	section_marker	hf_11858
Verse 2: Mille Petrozza	1	section_marker	hf_11858
Breakdown: Sushi	1	section_marker	hf_11858
Bridge: Sushi	1	section_marker	hf_11858
Outro: Sushi	1	section_marker	hf_11858
Verse 1: Noah2000	1	section_marker	hf_11887
Bridge: Noah2000	1	section_marker	hf_11887
Outro: Noah2000	1	section_marker	hf_11887
Verse 1: Lil Raven	1	section_marker	hf_11898
Verse 2: Waxx	1	section_marker	hf_11898
Verse 2: Zilla Tha God & ImDontai	1	section_marker	hf_11913
Interlude: ImDontai & Zilla The God	1	section_marker	hf_11913
Verse 3: ImDontai	1	section_marker	hf_11913
Outro: ImDontai & Zilla The God	1	section_marker	hf_11913
Hook: La Roux "In For the Kill	1	section_marker	hf_11914
Verse 1: Chief Chill	1	section_marker	hf_11914
Verse 2: Chief Chill	1	section_marker	hf_11914
Bridge: Joy Williams, John Paul White & Both	1	section_marker	hf_11915
You are now with Steezy the Hitmaker	1	other	hf_11933
Intro: Cash Kidd	1	section_marker	hf_11944
Verse 1: Cash Kidd	1	section_marker	hf_11944
Verse 2: Yhung T.O.	1	section_marker	hf_11944
Outro: Cash Kidd	1	section_marker	hf_11944
Chorus: Bryan Torwalt	1	section_marker	hf_11962
Outro: Bryan Torwalt	1	section_marker	hf_11962
Dulling tomb?	1	other	hf_11970
Refrain: lonemoon	1	section_marker	hf_11981
Verse 2: lonemoon	1	section_marker	hf_11981
prod.Dandmwn	1	metadata	hf_11986
Chorus v2	1	section_marker	hf_11988
Verse 3: Tha Joker	1	section_marker	hf_11994
Outro: 2 Chainz	1	section_marker	hf_11994
Verse 1: Momo	1	section_marker	hf_12001
Verse 2: Azmarino	1	section_marker	hf_12001
Scratches: DJ Surrenda	1	other	hf_12001
Bridge: Daniel Merriweather	1	section_marker	hf_12001
Verse 4: Graham Nash	1	section_marker	hf_12010
Key & Peele	1	speaker_or_tag	hf_12029
Chorus & Refrain	1	section_marker	hf_12029
Intro: Bishop, Raheem, and Q from the 1992 film Juice (Sampled)	1	section_marker	hf_12037
Verse 1: TUT	1	section_marker	hf_12037
Verse 2: TUT	1	section_marker	hf_12037
Outro: TUT	1	section_marker	hf_12037
Verse: Peter Xan	1	section_marker	hf_12041
Verse: BlazeYL	1	section_marker	hf_12041
Chorus: Trippie Redd & Tory Lanez	1	section_marker	hf_12050
/can't ?	1	other	hf_12055
Intro: softend	1	section_marker	hf_12056
Verse 1: softend	1	section_marker	hf_12056
Verse 2: softend	1	section_marker	hf_12056
Verse 1: Y$L Blvze	1	section_marker	hf_12062
Verse 2: Mxck	1	section_marker	hf_12062
Verse 3: Tedy Brewski	1	section_marker	hf_12070
Verse 1 KayMack	1	section_marker	hf_12082
Verse 2 KayMack	1	section_marker	hf_12082
Chorus | Bridge | Outro	1	section_marker	hf_12092
Intro: Justyn Cairo	1	section_marker	hf_12094
Verse 1: Justyn Cairo	1	section_marker	hf_12094
Verse 2: DillBoss	1	section_marker	hf_12094
Bridge: Justyn Cairo	1	section_marker	hf_12094
Verse 2: Trippie Redd & YoungBoy Never Broke Again	1	section_marker	hf_12101
Verse 3: YoungBoy Never Broke Again & Trippie Redd	1	section_marker	hf_12101
verse 1: nativeminds	1	section_marker	hf_12108
verse 2: nativeminds	1	section_marker	hf_12108
Verse 1: Gxdwin	1	section_marker	hf_12115
Verse 2: Normelle	1	section_marker	hf_12115
Verse 1: Swoop G	1	section_marker	hf_12129
Verse 2: Yukmouth	1	section_marker	hf_12129
Verse 3: Keek The Sneek	1	section_marker	hf_12129
Verse 4: Bart	1	section_marker	hf_12129
Verse 5: Cydal	1	section_marker	hf_12129
Verse 6: Ager Man	1	section_marker	hf_12129
Verse 7: Swoop G	1	section_marker	hf_12129
Verse 8: Numskull	1	section_marker	hf_12129
echos out	1	speaker_or_tag	hf_12129
Bridge: Joy Williams	1	section_marker	hf_12144
Intro: Ketchy the Great	1	section_marker	hf_12166
Verse 2: Ketchy the Great	1	section_marker	hf_12166
Outro: Ketchy the Great	1	section_marker	hf_12166
Verse 2: Chester Bennington	1	section_marker	hf_12169
Verse 1: B-Real	1	section_marker	hf_12182
Verse 2: Sen Dog	1	section_marker	hf_12182
Verse 3: Sen Dog	1	section_marker	hf_12182
Verse 4: B-Real	1	section_marker	hf_12182
Chorus Outro	1	section_marker	hf_12187
Verse: Gucci Mane	1	section_marker	hf_12196
Intro: Scott Pilgrim Vs. The World Sample	1	section_marker	hf_12199
gunfire	1	speaker_or_tag	hf_12207
Verse 2: EE	1	section_marker	hf_12225
Dosed	1	speaker_or_tag	hf_12226
Verse 2: Action Bronson	1	section_marker	hf_12234
Verse 1: Poshlaya Molly	1	section_marker	hf_12246
Verse 2: Katya Kischuk	1	section_marker	hf_12246
Intro: Vershon	1	section_marker	hf_12262
Verse 2: Chip & Vershon	1	section_marker	hf_12262
Intro: Sam Cooke	1	section_marker	hf_12265
Outro: E.L, Sam Cooke	1	section_marker	hf_12265
Verse 1: Purlane	1	section_marker	hf_12275
Pre-Chorus: Purlane	1	section_marker	hf_12275
Verse 1: milo	1	section_marker	hf_12276
Verse 2: milo	1	section_marker	hf_12276
Verse 2: Detalks	1	section_marker	hf_12278
Rapper Big Pooh	1	speaker_or_tag	hf_12283
Chorus: Roddy Ricch & Fabolous	1	section_marker	hf_12285
Verse 2: Fabolous	1	section_marker	hf_12285
Verse 2: Jack Garratt	1	section_marker	hf_12288
Chorus: Jack Garrett	1	section_marker	hf_12288
Verse 3: Anderson .Paak	1	section_marker	hf_12288
Verse: GOREJIT	1	section_marker	hf_12317
Chrous: 2x	1	other	hf_12339
Verse 1: FiveSix	1	section_marker	hf_12351
Verse 2: FiveSix	1	section_marker	hf_12351
Verse 1: Emily Dickinson	1	section_marker	hf_12352
Verse 2: Clout	1	section_marker	hf_12352
Verse One: Cowboy Dog	1	section_marker	hf_12360
Verse Two: Carsonist The Arsonist	1	section_marker	hf_12360
Verse Three: Cowboy Dog	1	section_marker	hf_12360
Verse Four: Carsonist The Arsonist	1	section_marker	hf_12360
Verse 2: TRB	1	section_marker	hf_12381
SOLO	1	section_marker	hf_12394
Outro: The Coathangers	1	section_marker	hf_12396
Verse 2: Christian Rose	1	section_marker	hf_12397
Post-Chorus: Ben Stevens & Kamau Burton, Kamau Burton	1	section_marker	hf_12397
Bridge: Christian Rose, Christian Rose & Kamau Burton	1	section_marker	hf_12397
Chorus: Ben Stevens, Kamau Burton & Christian Rose, Christian Rose, Ben Stevens	1	section_marker	hf_12397
Verse 2: Yazz	1	section_marker	hf_12400
Verse 3: Chet Hanx	1	section_marker	hf_12400
that's a ?	1	other	hf_12402
Chorus: Dan Caplen and Macklemore	1	section_marker	hf_12404
Verse 1: Macklemore	1	section_marker	hf_12404
Verse 2: Macklemore	1	section_marker	hf_12404
Outro: Dan Caplen	1	section_marker	hf_12404
hill?	1	other	hf_12419
Outro: Durwood Black	1	section_marker	hf_12420
Abed Nadir (Danny Pudi)	1	other	hf_12421
Mr Radison	1	speaker_or_tag	hf_12421
Mr Radison, Abed, both together	1	other	hf_12421
Refrain: PE$O PETE	1	section_marker	hf_12442
Chorus: PE$O PETE	1	section_marker	hf_12442
Verse 2: PE$O PETE	1	section_marker	hf_12442
Break: PE$O PETE	1	section_marker	hf_12442
Verse 3: PE$O PETE	1	section_marker	hf_12442
Hook: Leechy Boi	1	section_marker	hf_12444
Verse 2: Froz	1	section_marker	hf_12444
Verse 3: Sketti	1	section_marker	hf_12444
Bridge: Sketti	1	section_marker	hf_12444
Hook: Leechy Boi & Sketti	1	section_marker	hf_12444
Outro: Froz & Sketti	1	section_marker	hf_12444
Sobs	1	speaker_or_tag	hf_12477
Pre-Chorus 1: Danielle Haim	1	section_marker	hf_12483
Verse 2: Danielle Haim	1	section_marker	hf_12483
Verse 3: Danielle Haim	1	section_marker	hf_12483
Pre-Chorus 2: Danielle Haim	1	section_marker	hf_12483
Bridge: Este Haim	1	section_marker	hf_12483
Outro: Danielle Haim, Este Haim	1	section_marker	hf_12483
Verse 2: Lindo P	1	section_marker	hf_12488
Verse 2: John Moreland	1	section_marker	hf_12499
Verse 3: John Moreland	1	section_marker	hf_12499
Verse 4: John Moreland	1	section_marker	hf_12499
Hook:Future	1	section_marker	hf_12505
Verse 2:Kay Mill$	1	section_marker	hf_12505
Bridge:Tonio	1	section_marker	hf_12505
Intro: orchid	1	section_marker	hf_12513
Verse 1: Orchid	1	section_marker	hf_12513
Verse 2: orchid	1	section_marker	hf_12513
Verse 3: i9bonsai	1	section_marker	hf_12513
Verse 1: D.Thrash	1	section_marker	hf_12518
Bridge: D.Thrash	1	section_marker	hf_12518
Pre-Chorus: Ivan Shlyk	1	section_marker	hf_12527
Chorus: Ivan Shlyk	1	section_marker	hf_12527
Verse 2: Val Pivchenko	1	section_marker	hf_12527
Pre-Chorus: Val Pivchenko	1	section_marker	hf_12527
Chorus: Val Pivchenko	1	section_marker	hf_12527
Bridge: Ivan Shlyk, Val Pivchenko	1	section_marker	hf_12527
Chorus: Ivan Shlyk, Val Pivchenko	1	section_marker	hf_12527
Outro: Ivan Shlyk, Val Pivchenko	1	section_marker	hf_12527
Chorus 1: Conor Oberst & Phoebe Bridgers	1	section_marker	hf_12536
Verse 2: Conor Oberst & Phoebe Bridgers	1	section_marker	hf_12536
Chorus 2: Conor Oberst & Phoebe Bridgers	1	section_marker	hf_12536
Bridge: Conor Oberst & Phoebe Bridgers	1	section_marker	hf_12536
Verse 3: Conor Oberst & Phoebe Bridgers	1	section_marker	hf_12536
Chorus 3: Conor Oberst & Phoebe Bridgers	1	section_marker	hf_12536
Outro: Conor Oberst & Phoebe Bridgers	1	section_marker	hf_12536
The come goes to me?	1	other	hf_12544
Verse 2: Alejandro Manzano	1	section_marker	hf_12546
Verse 3: Alejandro Manzano & Megan Nicole	1	section_marker	hf_12546
Bridge: Alejandro Manzano & Megan Nicole	1	section_marker	hf_12546
Outro: Alejandro Manzano & Megan Nicole	1	section_marker	hf_12546
Verse 2: Larry Saperstein, Julia Lester & Both	1	section_marker	hf_12551
Bridge: Larry Saperstein & Julia Lester	1	section_marker	hf_12551
Outro: Julia Lester, with Larry Saperstein	1	section_marker	hf_12551
Verse:Purple Invasion	1	section_marker	hf_12553
Hook: Rouge	1	section_marker	hf_12553
Intro/Pre-Chorus	1	section_marker	hf_12555
Verse:2 Esty	1	section_marker	hf_12564
Epiphany lyrics by Sara	1	speaker_or_tag	hf_12565
Might heal your wound?	1	other	hf_12583
mother?	1	other	hf_12583
Verse 2: J.ReaL Hip Hop	1	section_marker	hf_12589
Verse 3: DexterBeats	1	section_marker	hf_12589
Figment	1	speaker_or_tag	hf_12598
Jack Danz	1	speaker_or_tag	hf_12598
Chorus-X-Flimz & Jecky	1	section_marker	hf_12604
Verse 1-Kontrol	1	section_marker	hf_12604
Verse 2-Kontrol	1	section_marker	hf_12604
Verse 3-Kontrol	1	section_marker	hf_12604
Verse 1: ICE LENØX	1	section_marker	hf_12613
Verse 2: YØUNG DAKØTA	1	section_marker	hf_12613
Verse 3: Seyet	1	section_marker	hf_12613
Hook: Seyet (x2)	1	section_marker	hf_12613
aaaah	1	speaker_or_tag	hf_12618
take all of my light	1	other	hf_12618
Only love can make the wind blow	1	other	hf_12618
Chorus 1: Mugeez	1	section_marker	hf_12641
Verse 2: Sarkodie	1	section_marker	hf_12641
Verse 3: Mugeez	1	section_marker	hf_12641
Chorus: rxtarr & AYLIEN BLUE	1	section_marker	hf_12642
Verse 1: rxtarr	1	section_marker	hf_12642
Chorus: rxtarr & AYLIEN BLUE, Or Both	1	section_marker	hf_12642
Verse 2: AYLIEN BLUE	1	section_marker	hf_12642
Hook: AYLIEN BLUE	1	section_marker	hf_12642
Outro: AYLIEN BLUE	1	section_marker	hf_12642
Verse 2: sadeyes & Days To Waste	1	section_marker	hf_12646
Why?	1	other	hf_12650
fiddle - steel	1	speaker_or_tag	hf_12660
Verse 1: RudyWade	1	section_marker	hf_12666
Verse 2: KillBunk	1	section_marker	hf_12666
Verse 1: Changbin	1	section_marker	hf_12678
Pre-Chorus: I.N, Changbin	1	section_marker	hf_12678
Chorus: Han, Lee Know	1	section_marker	hf_12678
Refrain: Felix	1	section_marker	hf_12678
Verse 3: Han, Changbin, Both	1	section_marker	hf_12678
Interlude: Felix	1	section_marker	hf_12678
Bridge: Lee Know, Seungmin, Bang Chan	1	section_marker	hf_12678
Chrous: Changbin, Han & Seungmin	1	other	hf_12678
Outro: I.N, Bang Chan	1	section_marker	hf_12678
Verse 1: Saca	1	section_marker	hf_12695
Verse 2: Theratking02 (Saca)	1	section_marker	hf_12695
Verse 3: Saca	1	section_marker	hf_12695
Bridge: Saca	1	section_marker	hf_12695
Verse: OG Lens	1	section_marker	hf_12696
Hook: OG Lens	1	section_marker	hf_12696
Verse 1: Sleeks	1	section_marker	hf_12713
Verse 2: Swift	1	section_marker	hf_12713
Verse 3: Inch	1	section_marker	hf_12713
Verse 4: Deepee	1	section_marker	hf_12713
Verse 5: Littlez	1	section_marker	hf_12713
Verse 6: Knine	1	section_marker	hf_12713
Verse 2: Stormzy	1	section_marker	hf_12722
Verse 1: Erk G	1	section_marker	hf_12725
Verse 2: AD	1	section_marker	hf_12725
Verse 2: ace.	1	section_marker	hf_12727
Verse 4: RJLDiablo	1	section_marker	hf_12727
Verse 5: ace.	1	section_marker	hf_12727
Verse 6: RJLDiablo	1	section_marker	hf_12727
Verse 8: RJLDiablo	1	section_marker	hf_12727
VERSE, MJNEON, {TDK T-ẞEEZLE}	1	section_marker	hf_12744
VERSE TDK T-ẞEEZLE	1	section_marker	hf_12744
XUTRX	1	speaker_or_tag	hf_12744
Chorus 1: Vann	1	section_marker	hf_12745
Verse 2: Vann	1	section_marker	hf_12745
Chorus 2: Vann	1	section_marker	hf_12745
Verse 3: Vann	1	section_marker	hf_12745
Chorus 3: Vann	1	section_marker	hf_12745
Intro: Future	1	section_marker	hf_12747
Bridge: Kai	1	section_marker	hf_12760
Outro: Kai	1	section_marker	hf_12760
Refrain : Rico TK & Fred Koriban aka Pink Flamingo	1	section_marker	hf_12775
Couplet 1 : Fred Koriban	1	other	hf_12775
Couplet 2 : Rico TK	1	other	hf_12775
Couplet 3 : Fred Koriban	1	other	hf_12775
Couplet 4 : Rico TK	1	other	hf_12775
Verse 1: Stoney F. Baby	1	section_marker	hf_12780
Verse 2: Clydesdale	1	section_marker	hf_12780
Outro: Haircut Freedom	1	section_marker	hf_12780
Dee & Troy	1	speaker_or_tag	hf_12781
